pos,neg,ori,text,label,split
4.076863765716553,4.094267845153809,4.408405780792236,"Staff nice, but forgetful. The food was cold and bland. Wish I had checked them out here first. No wonder no one was in there. It's not Pinkberry, but it might as well be. In fact, it appears as a total carbon copy of the Pinkberry concept; Complete with a knocked-off menu, logo (they use the same colors: pink and green) and a VERY PINK minimalist store design - with bright pink walls and those amazing and very pricey Phillipe Stark 'Ghost' chairs (which i absolutely love, and own!) that \""the other named brand\"" uses.\n \nBut who cares if it's a total knock-off! This frozen yogurt was DELICIOUS! After the lady gave my friend and I generous sample servings I decided to go with the peached flavored yogurt topped off with fresh kiwi, strawberries AND mango. Note that this was AFTER I had ALREADY EATEN a large salty pretzel AND BEFORE we were about to eat dinner.\n \nIt was that good. I had to have some. \n\nPlus it was a great way to cool off from the hot desert heat.\n\nAnd the wall color goes well with my (avatar's) hair.",2,concat
3.0732736587524414,3.286649465560913,3.495011329650879,"Spazzing bartender started a shouting match with some friends of mine. If you like the smell of sewage over cigarette smoke, then this place is for you. Alex is absolutely awesome. I had a general idea of what I wanted but he was really able to bring it to life and give me some feedback on making it look perfect. I couldn't be happier with the finished product and will definitely be back.",2,concat
3.6285147666931152,3.6661407947540283,3.9268791675567627,"We chose this disaster during Phoenix Comicon 2012, with 8 total guests. when we walked in, there were crumbs on all the tables that were free. Happily, BNYCP has a roll of paper towels on each table-when they bother to put a fresh roll out. We waited For. Ev. Er. to order. We were finally able to order our 8 slices-we couldn't decide whether to get whole pies or not, and reading some of the reviews, I'm glad we didn't. They put two slices on one \""plate,\"" so not everyone got a plate. \n\nThe pizza itself was not that great. There was lots of sticky, sweet sauce soaking through the crust and dripping off the large and flimsy slices. I'm glad to see someone was able to get a fork-we tried, but we were told we could only get a fork if we ordered a salad. Nice touch! Meanwhile, sauce is dripping off the pizza to land on my shirt or the table. \n\nMy husband and I chose ham and pineapple slices. I don't know what kind of \""ham\"" this was, but it was actually soggy, with a texture like cheap, generic bologna. Terribly gross. They were also very skimpy with the cheese, so I'm not really sure how that tasted.\n\nAs we were finishing up, a man came in carrying a toddler and asked if he could use the restroom. Apparently they said no, because he threw a fit, and told the manager (or whoever he was) that it was pretty bad they wouldn't let a little girl use the restroom. \n\nVery slow service, not terribly clean, not terribly well-stocked, bad pizza, and no forks or restrooms. I think I'll pass! I came to the Wynn for the first time a couple years back, just after they opened. Haven't stayed anywhere else since (and I go to Vegas every couple of months).\n\nGambling:\nOthers have commented on the high minimum tables, and they're right -- the $25 minimums mostly turn into $50 by 9 or 10pm on a weekend, and are kind of like citronella for the hordes that swarm around cheap tables in otherwise nice hotels like the Venetian. On top of the thinner crowds, the dealers here are the best on the strip. I've gotten to know a few and highly recommend Joy at the $50 blackjack tables (usually on the noon-8 shift). She's a bundle of, well, joy, and energy and is always a delight to play with. She'll get the table talking and joking, and really makes it a nice experience regardless of whether you're winning or losing.\n\nI've been playing more poker lately, and the poker room at the Wynn, while small, is comfortable and full of action. Not off the hook Commerce Casino action, but the $500 no limit frequently sees $1000 pots and there are always good players as well as rich tourists abounding. I'm an okay player, and I've discovered that the game for me is about whether I can gobble up the rich tourist dollars faster than the pros can take me down. I've had a couple of great nights as well as one god awful weekend here, but it's always been fun! \n\nRooms:\nThe rooms are superb. I don't think the walls are any thinner than other high end hotels on the strip and have never overheard conversations, etc. I read a review talking about the noise from the club and am astonished -- I've stayed on low floors, high floors, and suites, and have NEVER noticed club noise or strip noise. It's a hotel, not a sanatorium, so there's some audible presence of others, but if that keeps you awake at night you've got issues. I've stayed during working trips also, and found the rooms to be really conducive to work: fast internet, speedy room service, and space to lay out books and papers while you work.\n\nFood:\nMy favorite restaurant in Vegas is the Daniel Boulud brasserie at the Wynn. It's pricey, but the value you get makes it feel like a steal! Don't miss the charcuterie appetizer, and I highly recommend the steak dinner. The sommeliers are superb and have never tried to upsell me past my price-point -- in fact, I was once going to splurge and told him I was interested in a great wine and would spend $300-$400; he came back with a $250 recommendation! \n\nThe other restaurants are all pretty stellar. Bartolotta is fantastic -- they fly in their fish from the Mediterranean daily and when you order a whole fish it's filleted for you tableside which is such fun to watch. Corsa is solid Italian food (they once made an off-menu pesto preparation for me, which is odd at high-traffic restaurants but spoke volumes about their customer service). The country club has what is possibly the best lobster preparation in the country (steamed and served with drawn tarragon butter that makes me drool to think about). Okada is a little oasis of sushi with fanciful preparations and the softest toro I've had since Hamano Sushi in San Francisco. SW has never once overcooked my steak and gets the exact temperature and color on a 3-inch thick filet which is not easy. My only hold out is Wing Lei. Maybe I've just never had the right thing, but most of the food there tastes like regular Chinese food, except much more expensive. \n\nCustomer Service\nI benefit from having a Casino Host (Pucci -- World's Best Host!) who arranges my stays. But the fact that I have a host at all once again speaks volumes about Customer Service at the Wynn, since I'm nowhere near a high roller. Sure, I'll play the $100 black jack tables, but as others have pointed out that's nothing at this place. On a weekend night, there are banks of tables that I can't even go near. Yet I've never once paid for a room and Pucci frequently finds a way to cover a good chunk of my (at time exorbitant) restaurant tabs.",2,concat
3.935040235519409,3.792262315750122,4.533327102661133,"I recently moved near this Over Easy location and decided to give it a try. The difference in food and service quality is ridiculous. My good here was barely warm, and the service sucked! My waiters wife and mother-in-law stopped in for breakfast and he sat down and talked with them for a while, leaving all his tables unattended! Horrible experience here, I much prefer the Gilbert location. Again I was not disappointed at Saint Sushi. Always fresh and the staff is so friendly!\nSee you on my next trip.\nThe Caribbean Queen!",2,concat
3.68953275680542,3.7279584407806396,3.9140701293945312,"As a Hawaii local who has been away from the islands for some time I was excited to discover a poke shop here in Vegas. Their claims had reached all my expectations however In the end I found myself disappointed at the quality. They had claimed to have fresh fish but being that i am a fisherman l can tell you it's not as fresh as they claim. It was nothing like hawaii in both taste and preparation. Portion wise I felt ripped off I find them to be a bit greedy at an unreasonable price. For the most part I found this place to be unsatisfying and upsetting imitation to my standard of poke so just a heads up if your expecting it to be like island quality personally it's nothing like hawaii I have worked with Brady Realty group (and David Brady directly) in a business-to-business fashion for the past 18 months, on a monthly basis in terms of business dealings. The staff and David himself have repeatedly been pleasant to deal with, professional and have fostered a positive business relationship. I have always had timely return communication as well.\n\nWe have typically worked together from a distance, but upon my last in-person meeting with David several months ago, I was pleased to see that his staff, his office and his personal demeanor matched the positive communications and dealings that we have had over the phone. \n\nI recognize that despite the fact that the Property Management business and renters community are ones that have mostly very well-intentioned people, there are questionable companies and tenants alike. Unfortunately there are always a minority of property owners that are not diligent about approving property maintenance and a minority of renters who wish to complain about abiding by mutually agreed to rental contracts. However, my experience has been that as the middle entity within landlord/tenant relations, Brady Realty group has demonstrated a consistent focus and priority towards paying attention to how they treat both parties and about their reputation. I like dealing with businesses where the owner is actively involved.\n\nI would encourage anyone seeking to do business with a dependable and reputable property management business in the Las Vegas area to put Brady Realty group on their short list to call and consider before making a decision. I trust the reputation of my business to be tied to that of Brady Realty Group and expect such a positive relationship to continue, with David leading the way at his business.\n\nThanks for being such a steady and positive business partner David. Your team is great!",2,concat
3.649587869644165,3.6846723556518555,4.312932014465332,This used to be my favorite spot in old town...and then suede closed...and now it can only be described in ONE word: GHETTO! The food here is decent. The bread sticks are really yummy! It is good for large groups. They deliver for $2.50. The pizza is big which is always a plus.,2,concat
3.751793622970581,3.7279577255249023,4.122065544128418,"Taking this class was one of the worst experiences I have ever had! I can't believe I actually paid for this abuse and to watch others be talked down to and abused! This guy Rick Barkett was the most rude, inconsiderate and belittling excuse for a human I have ever had the displeasure of meeting. He made even asking a question something you did not want to do because if you did you would be made to feel stupid for asking. Fortunatley for me, I already knew everything he was paid to teach me and I got the certificate I needed. I wish I would have looked into this guy before taking this class. Taught me that I should be on here more often! I feel like this place has GREAT potential. They have an amazing Regal theater that has leather reclining seats (like a lazy boy chair), bath and body works, Victoria secret....you name it they pretty much have it. I'm a pretty disappointed that they didn't include a Nordstroms here. But they do have a Nordtroms Rack. \n\nI'm looking forward to all the restaurants that will be opening up soon. This will def become one of my rotating spots.",2,concat
3.5783236026763916,3.4090628623962402,3.8067967891693115,"The owner's response is incorrect. NO one has contacted me. No one has emailed me since my last email to you directly as well. You are a liar. \n\nIn an email from your establishment, you suggested that I take time out of my day to come to your establishment to explain to your waitstaff what the issues are. Multiple members of your waitstaff, including management ARE the issue. I explained this in an email to you. I've been treated rudely over the phone and in person multiple times. Your DM had previously stated that this was because of how much I used to frequent your establishment--that my large number of bad experiences were because I was a regular customer. That is just the most ridiculous thing I've ever heard! I get bad experiences because I spend my money and pay your wages more often than other people? Are you f@#$%^&* kidding me???!!!\n\nAgain, multiple times, in a row, you forgot items when I picked up orders to go. Your waitstaff was rude in person and over the phone.No one is checking orders. I used to manage restaurants and work every position in one. I would make drastic changes if I were you.\n\nIf I came to your establishment, ordered food, ate it, and did not pay for it--you would call the police and I would be charged for defrauding the establishment. \nIn this case, I paid you and you did not (on multiple occasions) give me the food that  I paid for. You also double charged my bf's card, and when we came in to eat breakfast with a gift certificate I asked the waitress what happened to any unused portion. She became very upset (I was very nice), rushed to get the manager, who very sternly told me there would be no cash back. Excuse me, I never asked for cash back, I asked if the left over would be issued on a new certificate. I don't want your handouts. You have me confused with \""one of those people\"". \n\nI have found much better places to spend my money on  weekly if not biweekly basis. I was never rude to any of your staff. I was always polite. Same with my bf. You have consistently screwed up over the last six months.\n\nOne final thought: I live very close by (that is why I spent so much money here! convenience!), and noticed a family entering your establishment. You might want to remove TYGA from your hold music if you are trying to be a family place. I've never heard of Tyga previously, and it was only while being on hold hearing \""bouncing on my d$%^ that I had to Google it to find out what the heck was being played. Do your associates choose your hold music??????????????\n\nAs an owner, I would ask myself \""did I hire new employees or new management within the last six months?\"" I am guessing so. Make the needed corrections before you permanently lose more regular customers. The food is amazing here. I've been here a few times and love it every time. I ordered the gryro platter and it comes with a Greek salad and rice. I have to say everything was delicious.",2,concat
3.997671604156494,4.100403785705566,4.956961154937744,Je suis all\u00e9 au Sesame il y a quelques semaines! Moi et mon copain voulions faire un petit pic nik rapide pr\u00e8s du canal! On a pris deux plats pour emporter (pad thai et general thao)!\nOn a \u00e9t\u00e9 tellement d\u00e9cus. Je d\u00e9teste donner des mauvais review mais pour vrai ca ne goutais rien! J'aurais du aller au thai express \u00e0 quelques rues de l\u00e0!\nVraiment domage car le resto super cute \u00e0 l'int\u00e9rieur! I took my cat and Chihuahua there for a bath and brush to get all the loose hair off. Did and excellent job! Plus the toenails were cut nice and short and ears where cleaned very good! My cat had extremely dirty ears and does not like her ears cleaned. I was very happy with the grooming!!,2,concat
3.7825310230255127,3.7638115882873535,4.094702243804932,"I don't have a regular pedicure place, and decided to give this place a try while out running errands.  It was clean, the staff was friendly, though not chatty.  I got an express pedicure with callus removal add on.  I have a chemical burn on the top of my foot from the callus remover gel - she put it on with gloved hands then grabbed my foot, After she sanded my feet onto a piece of newspaper - she took it outside to the front and threw away the paper in the shopping center trash (?? weird!).    With the polish she complained several times about how small my baby toe nail was (yep, I know it's small, put a glob on and maybe something will stick!  don't whine about it!)  And post polish there was no just hang out and let yourself dry time - she put on my shoes, checked me out and shuffled me out the door.  By the time I got home both my big toes were messed up - I guess I should have just chilled in the car for a bit - and had my own dry time. If you want original Indian food this is the place. It might seem a little weird in the beginning but this place is amazing. I love the buffet but specially the vegetarian food is delicious. Best place in town. With their amazing mango like ice cream.",2,concat
3.7581052780151367,3.6826024055480957,4.054194927215576,"I went here for a work outing on a Friday afternoon. Maybe arcades aren't as exciting when you're no longer a kid? Maybe I'm too cheap to pay DOLLARS for a single game play? Who knows but I'm glad I wasn't picking up the tab. \n\nServer was nice in the eating area but when I requested a vegan option (btw, they'd been notified the day before by one of our team members there were special diets people coming) the guy was completely confused but thought the veggie burger was acceptable. Fine with me. We also have a celiac and lactose intolerant person with us - they did have allergen menus. She was able to order a chicken dish and brccoli no butter. Too bad they brought it out sopping in butter. It wasn't until the other dishes were brought out that I was notified the veggie burger had eggs in it. Fine, what else can you do? NOTHING. Um, not even a salad? Uh, I don't think so. Whatever, I left I got a salad from the food court and brought it back to eat with others. \n\nNo, I don't expect great dining at a place like this but I do expect them to come up with something when hosting a company function and are notified in advance. \n\nGames - I'm not a gamer so this may not be fair but nothing really made me want to spend my own money. \n\nBar - decent beer selection considering but overpriced .I'm guessing if I was there with Junior I'd pay over $5 for a domestic draft too. \n\nI'm not going back. Missing Jillians. Salsa verde, cilantro, pork crackling. You can't ask for anything better. Surprisingly dioecious authentic Mexican food. Excellent drink and food selection. Having grown up on Mexican food, this is certainly up to standard. Good ambiance, too.",2,concat
3.877619981765747,3.565235137939453,4.2364397048950195,"We had a Groupon so figured we'd make the trip for a sweet deal on Sushi, didn't work out that way. We decided on a couple of rolls with macadamia nuts because.. well...who doesn't like macadamia nuts? Rolls come, no nuts. Even though it clearly lists them on the menu, not one roll has a nut. \n\nWe ask the server about it and she says they don't include nuts on the rolls ( and apparently don't ask if you want them) because of the allergy risk. Which assumes people can't read and makes zero sense. I noticed you had no issues with the cream cheese, what about about the lactose intolerant people?\n\nSo she brings us out a small bowl of stale nuts and we put them on the sushi, which ruins it. We'd had a couple of bites before we dumped the crappy stale nuts on the sushi so I was ok with paying for it and getting out of the place. So I call the issue to the servers attention, she says \""let me go get my manager\"" and this \""manager\"" never comes out. I was simply looking for some reassurance that the nuts would be thrown out and no else would want to puke on their food, but that was too much to ask. Paid the bill and left. Iam a local stayed weekend at Hooters place had great prices took a shot at it been there 4 more time whole family loves it",2,concat
4.340782165527344,4.033867835998535,4.740784168243408,"I wish I could give this dump 0 stars. 14 bucks a person for horrible food every thing tastes like it's a day old. There was a pinch of cream cheese in the ragoons, chicken on a stick was way over cooked , the sushi was by far the most disgusting pieces of banana's in sushi ... wtf? Gross, don't waste you're time or money going here. also their ice cream is a cooler like you would find bait in at a sporting goods store and inside they fill cups with freezer bunt ice cream. If you want Asian buffet at half the price go to the krazy buffet. they have everything you need at a really good price. dude has always been helpful not steering you to spend more money but getting the right stuff. that will keep me coming back.",2,concat
